zinc_id,smiles
ZINC000000795081,O=C(C1=C(O)C(=O)N(C[C@H]2CCCO2)[C@@H]1c1cccc(O)c1)c1ccco1
ZINC000000795082,O=C(C1=C(O)C(=O)N(C[C@@H]2CCCO2)[C@H]1c1cccc(O)c1)c1ccco1
ZINC000000795083,O=C(C1=C(O)C(=O)N(C[C@@H]2CCCO2)[C@@H]1c1cccc(O)c1)c1ccco1
ZINC000000795084,O=C(C1=C(O)C(=O)N(C[C@H]2CCCO2)[C@H]1c1cccs1)c1ccco1
ZINC000000795085,O=C(C1=C(O)C(=O)N(C[C@H]2CCCO2)[C@@H]1c1cccs1)c1ccco1
ZINC000000795086,O=C(C1=C(O)C(=O)N(C[C@@H]2CCCO2)[C@H]1c1cccs1)c1ccco1
ZINC000000795087,O=C(C1=C(O)C(=O)N(C[C@@H]2CCCO2)[C@@H]1c1cccs1)c1ccco1
ZINC000000795123,C=CCn1c(SCC(=O)N2CCc3ccccc3C2)nnc1-c1ccccc1OC
ZINC000000795137,CCCc1ccc([C@@H]2C3=C(Nc4c2c(=O)n(C)c(=O)n4C)c2ccccc2C3=O)cc1
ZINC000000795138,CCCc1ccc([C@H]2C3=C(Nc4c2c(=O)n(C)c(=O)n4C)c2ccccc2C3=O)cc1
ZINC000000795140,CCCc1ccc([C@@H]2C3=C(CC(C)(C)CC3=O)NC3=C2C(=O)c2ccccc23)cc1
ZINC000000795178,Cc1cccc(NC(=O)CSc2nc3c(cc2C#N)C(=O)CC(C)(C)C3)c1
ZINC000000795242,C=CCc1cccc2cc(C(=O)N3CCN(c4cc(C)ccc4C)CC3)c(=O)oc12
ZINC000000795259,C=CCc1cccc2cc(C(=O)NCc3ccc(OC)cc3)c(=O)oc12
ZINC000000795265,C=CCc1ccccc1OC[C@@H](O)CNC
ZINC000000795267,C=CCc1ccccc1OC[C@H](O)CNC
ZINC000000795369,N#CCN(CC#N)C(=O)c1sc2ccccc2c1Cl
ZINC000000795465,CC1=C(C(=O)Nc2nc3ccccc3s2)[C@H](c2ccsc2)C2=C(CCCC2=O)N1
ZINC000000795476,C=C(C)CN(CC)C(=O)C1CCN(Cc2ccc(O)c(OCC)c2)CC1
ZINC000000795477,C=C(C)CN(CC)C(=O)C1CCN(Cc2ccc(OCc3ccccc3)cc2)CC1
ZINC000000795545,CC1(C)CC(=O)C2=C(C1)[C@H](c1ccccn1)Nc1ccc3ccccc3c12
ZINC000000795546,CC1(C)CC(=O)C2=C(C1)[C@@H](c1ccccn1)Nc1ccc3ccccc3c12
ZINC000000795587,C=C(C)c1cccc(C(C)(C)NC(=O)N2CCN(c3ccccn3)CC2)c1
ZINC000000795659,COc1ccc([C@@H]2Nc3ccc(C(=O)c4ccccc4)cc3NC3=C2C(=O)CCC3)cc1O
ZINC000000795660,COc1ccc([C@H]2Nc3ccc(C(=O)c4ccccc4)cc3NC3=C2C(=O)CCC3)cc1O
ZINC000000795671,O=C1C[C@H](c2ccco2)CC2=C1[C@H](c1ccc(Cl)cc1)Nc1ccccc1N2
ZINC000000795673,O=C1C[C@H](c2ccco2)CC2=C1[C@@H](c1ccc(Cl)cc1)Nc1ccccc1N2
ZINC000000795674,O=C1C[C@@H](c2ccco2)CC2=C1[C@H](c1ccc(Cl)cc1)Nc1ccccc1N2
ZINC000000795675,O=C1C[C@@H](c2ccco2)CC2=C1[C@@H](c1ccc(Cl)cc1)Nc1ccccc1N2
ZINC000000795709,O=C1C[C@H](c2ccco2)CC2=C1[C@@H]1c3ccccc3C(=O)N1c1ccccc1N2
ZINC000000795710,O=C1C[C@@H](c2ccco2)CC2=C1[C@H]1c3ccccc3C(=O)N1c1ccccc1N2
ZINC000000795711,O=C1C[C@@H](c2ccco2)CC2=C1[C@@H]1c3ccccc3C(=O)N1c1ccccc1N2
ZINC000000795724,Cc1ccc(S(=O)(=O)/N=C(\O)Nc2ncc3c(n2)C[C@@H](c2ccco2)CC3=O)cc1
ZINC000000795725,Cc1ccc(S(=O)(=O)/N=C(\O)Nc2ncc3c(n2)C[C@H](c2ccco2)CC3=O)cc1
ZINC000000795726,C=CCn1c(SCC(=O)O)nnc1-c1sc2ccccc2c1Cl
ZINC000000795919,CCOc1cc([C@@H]2Nc3c(ccc4ccccc34)C3=C2C(=O)CCC3)ccc1O
ZINC000000795920,CCOc1cc([C@H]2Nc3c(ccc4ccccc34)C3=C2C(=O)CCC3)ccc1O
ZINC000000795931,COc1cccc(C2C3=C(CCCC3=O)NC3=C2C(=O)CCC3)c1OCc1ccccc1
ZINC000000795935,CCOc1cc(C2C3=C(CCCC3=O)NC3=C2C(=O)CCC3)cc(Cl)c1OC(C)C
ZINC000000795936,COc1cccc([C@@H]2Nc3ccc4ccccc4c3C3=C2C(=O)CCC3)c1O
ZINC000000795937,COc1cccc([C@H]2Nc3ccc4ccccc4c3C3=C2C(=O)CCC3)c1O
ZINC000000795945,CCOc1ccc([C@H]2C(C(C)=O)=C(C)NC3=C2C(=O)CCC3)cc1OC
ZINC000000795995,COc1cc([C@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2Cc2ccccc2)cc(OC)c1OC
ZINC000000795996,COc1cc([C@@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2Cc2ccccc2)cc(OC)c1OC
ZINC000000795997,O=C(C1=C(O)C(=O)N(Cc2ccccc2)[C@H]1c1ccncc1)c1ccco1
ZINC000000795998,O=C(C1=C(O)C(=O)N(Cc2ccccc2)[C@@H]1c1ccncc1)c1ccco1
ZINC000000795999,O=C(C1=C(O)C(=O)N(Cc2ccccc2)[C@H]1c1ccco1)c1ccco1
ZINC000000796000,O=C(C1=C(O)C(=O)N(Cc2ccccc2)[C@@H]1c1ccco1)c1ccco1
ZINC000000796001,Cc1ccc([C@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2Cc2ccccc2)o1
ZINC000000796002,Cc1ccc([C@@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2Cc2ccccc2)o1
ZINC000000796003,COc1cc([C@H]2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2Cc2ccccc2)ccc1O
ZINC000000796004,COc1cc([C@@H]2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2Cc2ccccc2)ccc1O
ZINC000000796005,Cc1ccc(C(=O)C2=C(O)C(=O)N(Cc3ccccc3)[C@H]2c2ccncc2)o1
ZINC000000796006,Cc1ccc(C(=O)C2=C(O)C(=O)N(Cc3ccccc3)[C@@H]2c2ccncc2)o1
ZINC000000796007,Cc1ccc(C(=O)C2=C(O)C(=O)N(Cc3ccccc3)[C@H]2c2cccnc2)o1
ZINC000000796008,Cc1ccc(C(=O)C2=C(O)C(=O)N(Cc3ccccc3)[C@@H]2c2cccnc2)o1
ZINC000000796009,O=C(C1=C(O)C(=O)N(CCc2ccccc2)[C@H]1c1cccs1)c1ccco1
ZINC000000796011,O=C(C1=C(O)C(=O)N(CCc2ccccc2)[C@@H]1c1cccs1)c1ccco1
ZINC000000796012,CCOc1ccc([C@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCc2ccccc2)cc1OC
ZINC000000796013,CCOc1ccc([C@@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCc2ccccc2)cc1OC
ZINC000000796014,COc1ccc([C@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCc2ccccc2)cc1OC
ZINC000000796015,COc1ccc([C@@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCc2ccccc2)cc1OC
ZINC000000796017,COc1cc([C@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCc2ccccc2)ccc1O
ZINC000000796018,COc1cc([C@@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCc2ccccc2)ccc1O
ZINC000000796019,CCOc1cc([C@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCc2ccccc2)ccc1O
ZINC000000796020,CCOc1cc([C@@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCc2ccccc2)ccc1O
ZINC000000796022,O=C(C1=C(O)C(=O)N(CCc2ccccc2)[C@H]1c1cccnc1)c1ccco1
ZINC000000796023,O=C(C1=C(O)C(=O)N(CCc2ccccc2)[C@@H]1c1cccnc1)c1ccco1
ZINC000000796024,O=C(C1=C(O)C(=O)N(CCc2ccccc2)[C@H]1c1ccco1)c1ccco1
ZINC000000796025,O=C(C1=C(O)C(=O)N(CCc2ccccc2)[C@@H]1c1ccco1)c1ccco1
ZINC000000796026,Cc1ccc([C@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCc2ccccc2)o1
ZINC000000796027,Cc1ccc([C@@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCc2ccccc2)o1
ZINC000000796028,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCc3ccccc3)[C@H]2c2cccs2)o1
ZINC000000796029,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCc3ccccc3)[C@@H]2c2cccs2)o1
ZINC000000796030,COc1ccc([C@H]2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)cc1OC
ZINC000000796031,COc1ccc([C@@H]2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)cc1OC
ZINC000000796032,COc1cc([C@H]2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)ccc1O
ZINC000000796033,COc1cc([C@@H]2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)ccc1O
ZINC000000796034,CCOc1cc([C@H]2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2CCc2ccccc2)ccc1O
ZINC000000796036,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCc3ccccc3)[C@H]2c2ccncc2)o1
ZINC000000796037,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCc3ccccc3)[C@@H]2c2ccncc2)o1
ZINC000000796038,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCc3ccccc3)[C@H]2c2cccnc2)o1
ZINC000000796042,COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3ccc(O)cc3)sc2c1
ZINC000000796043,COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3ccc(O)cc3)sc2c1
ZINC000000796044,COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3ccco3)sc2c1
ZINC000000796045,COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3ccco3)sc2c1
ZINC000000796046,COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3cccc(O)c3)sc2c1
ZINC000000796047,COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3cccc(O)c3)sc2c1
ZINC000000796048,COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3ccc(C)o3)sc2c1
ZINC000000796049,COc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3ccc(C)o3)sc2c1
ZINC000000796050,CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3ccco3)sc2c1
ZINC000000796051,CCOc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3ccco3)sc2c1
ZINC000000796052,O=C(C1=C(O)C(=O)N(c2nc3ccc(Cl)cc3s2)[C@H]1c1ccco1)c1ccco1
ZINC000000796053,O=C(C1=C(O)C(=O)N(c2nc3ccc(Cl)cc3s2)[C@@H]1c1ccco1)c1ccco1
ZINC000000796056,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3cccs3)sc2c1
ZINC000000796057,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3cccs3)sc2c1
ZINC000000796058,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3ccc(O)cc3)sc2c1
ZINC000000796059,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3ccc(O)cc3)sc2c1
ZINC000000796060,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3ccco3)sc2c1
ZINC000000796061,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3ccco3)sc2c1
ZINC000000796062,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3cccc(O)c3)sc2c1
ZINC000000796063,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3cccc(O)c3)sc2c1
ZINC000000796064,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3ccc(C)o3)sc2c1
ZINC000000796065,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3ccc(C)o3)sc2c1
ZINC000000796066,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)o4)[C@@H]3c3ccc(O)cc3)sc2c1
ZINC000000796067,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)o4)[C@H]3c3ccc(O)cc3)sc2c1
ZINC000000796068,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)o4)[C@@H]3c3ccco3)sc2c1
ZINC000000796069,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)o4)[C@H]3c3ccco3)sc2c1
ZINC000000796070,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)o4)[C@@H]3c3cccc(O)c3)sc2c1
ZINC000000796071,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)o4)[C@H]3c3cccc(O)c3)sc2c1
ZINC000000796074,Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3ccc(O)cc3)sc2c1
ZINC000000796075,Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3ccc(O)cc3)sc2c1
ZINC000000796076,Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3ccco3)sc2c1
ZINC000000796077,Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3ccco3)sc2c1
ZINC000000796078,Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@@H]3c3cccc(O)c3)sc2c1
ZINC000000796079,Cc1cc(C)c2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)[C@H]3c3cccc(O)c3)sc2c1
ZINC000000796081,O=C(C1=C(O)C(=O)N(Cc2cccnc2)[C@H]1c1ccco1)c1ccc2c(c1)OCCO2
ZINC000000796083,O=C(C1=C(O)C(=O)N(Cc2cccnc2)[C@@H]1c1ccco1)c1ccc2c(c1)OCCO2
ZINC000000796129,CCOC(=O)CSc1nc(-c2ccc(OC)cc2)cc(C(F)(F)F)c1C#N
ZINC000000796132,COc1ccc(-c2cc(C(F)(F)F)c(C#N)c(SCCC(=O)O)n2)cc1
ZINC000000796134,COc1ccc(-c2cc(C(F)(F)F)c(C#N)c(SCC(=O)O)n2)cc1
ZINC000000796135,CCOc1ccc(-c2cc(C(F)(F)F)c(C#N)c(SCCC(=O)O)n2)cc1
ZINC000000796156,C=CCN(CC=C)C(=O)c1cc2c(n(-c3ccccc3)c1=O)CC(C)(C)CC2=O
ZINC000000796172,COc1cc(C2C3=C(CCCC3=O)NC3=C2C(=O)CCC3)ccc1OCc1ccccc1F
ZINC000000796173,COc1cc(C2C3=C(CCCC3=O)NC3=C2C(=O)CCC3)ccc1OCc1cccc(F)c1
ZINC000000796174,CCOc1cc([C@H]2C3=C(O)CCCC3=NC3=C2C(=O)CCC3)cc(Cl)c1O
ZINC000000796175,CCOc1cc([C@@H]2C3=C(O)CCCC3=NC3=C2C(=O)CCC3)ccc1O
ZINC000000796177,COc1cc(C2C3=C(CCCC3=O)NC3=C2C(=O)CCC3)cc(Cl)c1OC
ZINC000000796178,COc1cc(C2C3=C(CCCC3=O)NC3=C2C(=O)CCC3)ccc1OCc1ccc(F)cc1
ZINC000000796179,CCOc1ccc([C@@H]2C3=C(O)CCCC3=NC3=C2C(=O)CCC3)cc1OCC
ZINC000000796261,C=C(C)CSc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccc(Cl)cc1
ZINC000000796317,Cc1nn(-c2ccccc2)c2sc(C(=O)Nc3sc4c(c3C#N)CCCC4)cc12
ZINC000000796358,Cc1ccc(-n2c(SC/C(O)=N/Cc3ccccc3)nnc2-c2ccncc2)cc1C
ZINC000000796455,COc1cc([C@H]2Nc3cc(C)c(C)cc3NC3=C2C(=O)CC(C)(C)C3)ccc1O
ZINC000000796457,COc1cc([C@@H]2Nc3cc(C)c(C)cc3NC3=C2C(=O)CC(C)(C)C3)ccc1O
ZINC000000796458,CCOc1cc([C@@H]2Nc3cc(C)c(C)cc3NC3=C2C(=O)CC(C)(C)C3)ccc1O
ZINC000000796460,CCOc1cc([C@H]2Nc3cc(C)c(C)cc3NC3=C2C(=O)CC(C)(C)C3)ccc1O
ZINC000000796466,COc1cccc([C@H]2Nc3cc(C)c(C)cc3NC3=C2C(=O)CC(C)(C)C3)c1O
ZINC000000796467,COc1cccc([C@@H]2Nc3cc(C)c(C)cc3NC3=C2C(=O)CC(C)(C)C3)c1O
ZINC000000796522,CCC(=O)Nc1ccc2nc(SCc3ccccc3C#N)sc2c1
ZINC000000796532,CCOc1cc([C@@H]2C(C(=O)OC)=C(C)NC3=C2C(=O)c2ccccc23)ccc1O
ZINC000000796533,CCOc1cc([C@H]2C(C(=O)OC)=C(C)NC3=C2C(=O)c2ccccc23)ccc1O
ZINC000000796538,COCc1cc(C)nc(SCC(=O)Nc2cccc(Cl)c2)c1C#N
ZINC000000796567,C=CCn1c(N)cc(=O)nc1SCC(=O)Nc1ccc2ccccc2c1
ZINC000000796573,CC[C@H](Sc1nc(-c2ccccc2)c(C#N)c(=O)[nH]1)C(=O)Nc1ccc2ccccc2c1
ZINC000000796575,N#Cc1c(O)nc(SCC(=O)N2CCCc3ccccc32)nc1-c1ccccc1
ZINC000000796578,N#Cc1ccccc1NC(=O)CSc1ncn(N)n1
ZINC000000796579,C=CCn1c2ccccc2c2nnc(SCC(=O)Nc3ccccc3OC)nc21
ZINC000000796590,C=CCn1c(SCc2cccc3ccccc23)nc2c1c(=O)n(C)c(=O)n2C
ZINC000000796592,C=C(C)CSc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCc1ccccc1
ZINC000000796598,C=C(C)Cn1c(N(CCO)Cc2ccccc2)nc2c1c(=O)[nH]c(=O)n2C
ZINC000000796947,Cc1ccc(-n2nc(C(=O)O)c(C)c(C#N)c2=O)cc1
ZINC000000797351,C=CCn1c(SCC(=O)Nc2ccccc2)nc2c1c(=O)[nH]c(=O)n2C
ZINC000000797369,N#Cc1c(/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)sc2c1CCCC2
ZINC000000797373,CCOc1cc([C@@H]2Nc3ccc4ccccc4c3C3=C2C(=O)CC(C)(C)C3)ccc1OC(C)=O
ZINC000000797374,CCOc1cc([C@H]2Nc3ccc4ccccc4c3C3=C2C(=O)CC(C)(C)C3)ccc1OC(C)=O
ZINC000000797375,COc1cc(Cl)cc(/C=N/c2cccc(NC(=O)c3ccccc3)c2)c1O
ZINC000000797377,CCOc1cc(Br)cc(/C=N/c2cccc(NC(=O)c3ccccc3)c2)c1O
ZINC000000797388,COc1cc([N+](=O)[O-])ccc1-c1ccc(/C=N/c2c(C)n(C)n(-c3ccccc3)c2=O)o1
ZINC000000797429,Cc1nn(CC(=O)Nc2sc3c(c2C#N)CCCC3)c(C)c1[N+](=O)[O-]
ZINC000000797531,Cn1c(CNc2ccc(Cl)cc2)nnc1SCC(=O)Nc1sc2c(c1C#N)CCCC2
ZINC000000797593,N#Cc1nc2c(-c3nc4ccccc4s3)c(N)n(Cc3ccccc3)c2nc1C#N
ZINC000000797594,C=CCn1c(SCC)nc2sc3c(c2c1=O)CCc1ccccc1-3
ZINC000000797597,C=CCn1c(SCC(=O)OCC)nc2sc3c(c2c1=O)CCc1ccccc1-3
ZINC000000797687,CC1(C)CC(=O)C2=C(C1)NC1=C(C(=O)CC(C)(C)C1)C2c1c(Cl)cccc1Cl
ZINC000000797772,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(OCc2ccc(C(=O)O)cc2)c(OC)c1
ZINC000000797774,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(Br)o1
ZINC000000797775,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(Br)o1
ZINC000000797776,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(-c2ccccc2C(=O)O)o1
ZINC000000797777,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(-c2ccccc2C(=O)O)o1
ZINC000000797778,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(OCc2ccc(F)cc2)c(OC)c1
ZINC000000797779,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(OCc2ccc(F)cc2)c(OC)c1
ZINC000000797780,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(-c2ccc(Cl)cc2)o1
ZINC000000797781,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(-c2ccc(Cl)cc2)o1
ZINC000000797785,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1
ZINC000000797786,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1
ZINC000000797787,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccccc1OCc1cccc(F)c1
ZINC000000797788,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccccc1OCc1cccc(F)c1
ZINC000000797789,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(OCc2cccc(F)c2)cc1
ZINC000000797790,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(OCc2cccc(F)c2)cc1
ZINC000000797791,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(I)o1
ZINC000000797792,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(I)o1
ZINC000000797794,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(OCc2ccccc2C#N)c(Cl)c1
ZINC000000797795,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(-c2ccc([N+](=O)[O-])cc2OC)o1
ZINC000000797796,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(-c2ccc([N+](=O)[O-])cc2OC)o1
ZINC000000797798,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(OCc2ccccc2C#N)c(OC)c1
ZINC000000797804,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(OCc2ccc(C(=O)O)cc2)c(Cl)c1
ZINC000000797807,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1cc(Cl)c(O)c(OC)c1
ZINC000000797809,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(-c2cccc(Cl)c2)o1
ZINC000000797810,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(-c2cccc(Cl)c2)o1
ZINC000000797811,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(OC)cc1OC
ZINC000000797812,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(OC)cc1OC
ZINC000000797817,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1cc(OC)c(OC)c(OC)c1
ZINC000000797819,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1cc(OC)c(OC)c(OC)c1
ZINC000000797826,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(OCc2ccc(Cl)cc2)c(OC)c1
ZINC000000797827,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(OCc2ccc(Cl)cc2)c(OC)c1
ZINC000000797830,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(OCc2ccccc2F)cc1
ZINC000000797833,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(OCc2ccccc2F)cc1
ZINC000000797834,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(-c2ccc(Cl)cc2Cl)o1
ZINC000000797835,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(-c2ccc(Cl)cc2Cl)o1
ZINC000000797836,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1cc(Cl)c(OCc2ccccc2C#N)c(OC)c1
ZINC000000797837,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1cc(Cl)c(OCc2ccccc2C#N)c(OC)c1
ZINC000000797840,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1cc2c(cc1Cl)OCO2
ZINC000000797841,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1cc2c(cc1Cl)OCO2
ZINC000000797842,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(-c2ccc(Cl)c(Cl)c2)o1
ZINC000000797843,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccc(-c2ccc(Cl)c(Cl)c2)o1
ZINC000000797846,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccccc1OCc1ccccc1F
ZINC000000797847,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccccc1OCc1ccccc1F
ZINC000000797848,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccc(-c2ccc([N+](=O)[O-])cc2C)o1
ZINC000000797856,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccccc1OCc1ccc(F)cc1
ZINC000000797857,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccccc1OCc1ccc(F)cc1
ZINC000000797860,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1cc(Cl)c(OCC(=O)O)c(OC)c1
ZINC000000797861,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1cc(Cl)c(OCC(=O)O)c(OC)c1
ZINC000000797867,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1cc(Cl)c(OCc2cccc([N+](=O)[O-])c2)c(OC)c1
ZINC000000797868,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@@H]1c1ccccc1OCC(=O)O
ZINC000000797869,COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1ccccc1OCC(=O)O
