zinc_id,smiles
ZINC000000046380,N#Cc1ccccc1/N=C/c1ccc(F)cc1
ZINC000000046382,CC(=O)C(=NNc1ccc(C(C)=O)cc1)C(C)=O
ZINC000000046383,CCOc1ccccc1/C=N/c1ccc(Br)cc1
ZINC000000046385,COc1ccc(/N=C/c2ccc(C)o2)cc1
ZINC000000046387,C(=N/c1ccccc1/N=C/c1cccs1)\c1cccs1
ZINC000000046391,Cc1ccc(/C=N/c2ccc3ccccc3c2)o1
ZINC000000046395,O=C(c1ccccc1)c1ccc(/N=C/c2ccccc2O)cc1
ZINC000000046397,N#Cc1ccccc1/N=C/c1ccccc1O
ZINC000000046401,N#CC(C#N)=NNc1ccc(I)cc1
ZINC000000046403,Clc1cc(/N=C/c2ccc3c(c2)OCO3)ccc1Br
ZINC000000046405,COc1cccc(/C=N/c2ccc(Cl)c([N+](=O)[O-])c2)c1
ZINC000000046416,N#Cc1c(NC(=S)Nc2ccccc2)sc2c1CCC2
ZINC000000046419,N#Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1
ZINC000000046422,FC(F)(F)Oc1ccc(/N=C/c2c[nH]c3ccccc23)cc1
ZINC000000046424,N#Cc1cccc(NC(=S)Nc2ccccc2)c1
ZINC000000046425,COC(=O)c1ccc(/N=C/c2cccs2)cc1
ZINC000000046427,CCOc1ccc(/C=N/c2ccccc2)cc1
ZINC000000046429,CCOc1ccc(/N=C/c2ccc(F)cc2)cc1
ZINC000000046434,Cc1ccsc1/C=N/c1ccc(Cl)cc1
ZINC000000046440,COC(=O)c1ccc(/N=C/c2ccc(Br)cc2)cc1
ZINC000000046442,COc1ccc2ccccc2c1/C=N/N=C(/N)S
ZINC000000046446,N#Cc1cccc(NC(=O)c2ccccc2)c1
ZINC000000046447,N#Cc1ccccc1NC(=O)c1ccc(Cl)cc1Cl
ZINC000000046448,Cc1ccc(NC(=S)N/N=C/c2ccc3ccccc3c2)cc1
ZINC000000046450,Oc1ccc(/N=C/c2cc(Br)ccc2O)cc1
ZINC000000046457,Oc1cccc(/C=N/c2ccc(OC(F)(F)F)cc2)c1O
ZINC000000046459,CC(=O)Nc1ccc(/N=C/c2ccc(Cl)cc2Cl)cc1
ZINC000000046461,CCOc1ccc(N/N=C(\C#N)C(=O)OC)cc1
ZINC000000046462,CCOc1ccc(N/N=C(/C#N)C(=O)OC)cc1
ZINC000000046463,CCOc1ccc(NN=C(C#N)C#N)cc1
ZINC000000046464,CCN(CC)c1ccc(/C=N/c2ccc(C#N)cc2)cc1
ZINC000000046482,COc1ccc(/N=C/c2ccc(O)c(OC)c2)cc1
ZINC000000046484,COc1ccc([N+](=O)[O-])cc1NN=C(C#N)C#N
ZINC000000046485,N#CC(C#N)=NNc1ccc(Cl)c([N+](=O)[O-])c1
ZINC000000046486,C/C(=N\n1c(C)cc(C)c(C#N)c1=O)c1ccc2ccccc2c1
ZINC000000046495,O=[N+]([O-])c1ccc(/C=N/c2cc(Cl)c(Cl)cc2Cl)o1
ZINC000000046505,Cc1cc(C)c(/C=N/c2cc(Cl)cc(Cl)c2)c(C)c1
ZINC000000046515,Cc1cc(C)c(/C=N/c2ccccc2C(=O)Nc2ccccc2)c(C)c1
ZINC000000046517,CCOc1ccccc1/C=N/c1ccc(C)c(Br)c1
ZINC000000046521,N#Cc1cccc(NC(=O)/C=C/c2cccc3ccccc23)c1
ZINC000000046530,Cc1ccc2nc(SCc3ccccc3)c(/C=N/O)c(=O)n2c1
ZINC000000046531,Cc1ccc2nc(Nc3ccc(Cl)cc3)c(/C=N/O)c(=O)n2c1
ZINC000000046534,CCO/C(O)=N/S(=O)(=O)c1ccc(C)cc1
ZINC000000046561,N#C[C@H](C(=O)C(F)(F)F)c1nc2ccccc2s1
ZINC000000046628,CC/C(=N/N1CCN(c2ccccc2)CC1)c1ccc(O)cc1
ZINC000000046630,COc1ccccc1N1CCN(/N=C/c2ccc(C)o2)CC1
ZINC000000046632,C/C(=N/N1CCN(c2ccccc2)CC1)c1ccco1
ZINC000000046634,COc1cccc(/C(C)=N\N2CCN(c3ccccc3)CC2)c1
ZINC000000046636,COc1ccccc1N1CCN(/N=C/c2ccccc2F)CC1
ZINC000000046638,CCOc1cccc(/C=N/N2CCN(c3ccccc3)CC2)c1O
ZINC000000046640,Brc1cccc(/C=N/N2CCN(c3ccccc3)CC2)c1
ZINC000000046642,COc1ccccc1N1CCN(/N=C/c2ccccc2)CC1
ZINC000000046678,CCOc1ccccc1/C=N\n1c(C)nnc1C
ZINC000000046679,CCOc1ccccc1/C=N/n1c(C)nnc1C
ZINC000000046708,COc1ccccc1N1CCN(/N=C/c2sccc2C)CC1
ZINC000000046710,COc1ccc(/C=N/N2CCN(c3ccccc3)CC2)cc1
ZINC000000046712,COc1ccccc1N1CCN(/N=C2/C(=O)Nc3ccccc32)CC1
ZINC000000046716,COc1ccccc1N1CCN(/N=C(/C)c2ccccc2)CC1
ZINC000000046718,Cc1nnc(C)n1/N=C/c1ccc(F)cc1
ZINC000000046736,O=S(=O)(CCc1ccccc1)/N=C/c1c(O)ccc2ccccc12
ZINC000000046767,CCOc1ccc(/C=N/N2CCN(c3ccccc3OC)CC2)cc1
ZINC000000046769,C(=N/N1CCN(c2ccccc2)CC1)\c1ccco1
ZINC000000046771,COc1ccccc1N1CCN(/N=C/c2ccc(F)cc2)CC1
ZINC000000046781,N#Cc1ccccc1NC(=O)C[C@@H]1Nc2ccccc2NC1=O
ZINC000000046782,N#Cc1ccccc1NC(=O)C[C@H]1Nc2ccccc2NC1=O
ZINC000000046957,O=C(O)c1cccc(/N=C/c2ccc(OCc3ccc(F)cc3)cc2)c1
ZINC000000046965,O=C(O)c1ccc(/C=N/c2ccc3ccccc3c2)s1
ZINC000000046981,CCc1nnc(/N=C/c2ccc([N+](=O)[O-])cc2)s1
ZINC000000046999,CCOC(=O)/C(C(C)=O)=C1\SC[C@@H](C)S1
ZINC000000047001,CCOC(=O)/C(C(C)=O)=C1\SC[C@H](C)S1
ZINC000000047003,C[C@H]1CS/C(=C(\C(=O)O)C(=O)/C=C/c2ccc3c(c2)OCO3)S1
ZINC000000047006,CC(/C=N/c1c(C)noc1/C=C/c1ccccc1)=C\c1ccccc1
ZINC000000047060,C/C(=N\n1c(-c2ccccc2)n[nH]c1=O)c1ccc([N+](=O)[O-])cc1
ZINC000000047088,COC(=O)c1ccc(/C=N/c2ccc(Cc3ccncc3)cc2)cc1
ZINC000000047107,Cc1c(/C=N/c2ccccc2)c2ccccn2c1/C=N\c1ccccc1
ZINC000000047146,C/C(=N\N=C1/CCc2ccccc21)c1c(C)nn(-c2ccccc2)c1O
ZINC000000047149,C/C(=N\N=C1\CCc2ccccc21)c1c(C)nn(-c2ccccc2)c1O
ZINC000000047168,CC(C)(C)C(=O)C1=C(O)C(=O)N(c2ccccc2)[C@H]1c1ccccc1
ZINC000000047169,CC(C)(C)C(=O)C1=C(O)C(=O)N(c2ccccc2)[C@@H]1c1ccccc1
ZINC000000047174,CN(C)c1ccc(C(=NN)c2ccc(N(C)C)cc2)cc1
ZINC000000047175,NC(=O)c1cccc(/N=C/c2ccc[nH]2)c1
ZINC000000047177,CC(=O)Nc1ccc(/N=C/c2c[nH]c3ccccc23)cc1
ZINC000000047179,Cc1[nH]c2ccccc2c1/C=N/c1ccc(C(N)=O)cc1
ZINC000000047181,Cc1ccsc1/C=N/c1ccc(/N=C/c2sccc2C)cc1
ZINC000000047188,Cc1ccc(/N=C/c2c[nH]c3ccccc23)c(O)c1
ZINC000000047190,OCc1cccc(/N=C/c2c[nH]c3ccccc23)c1
ZINC000000047199,c1cc(OC[C@H]2CO2)c2ccc(OC[C@H]3CO3)cc2c1
ZINC000000047200,c1cc(OC[C@H]2CO2)c2ccc(OC[C@@H]3CO3)cc2c1
ZINC000000047201,c1cc(OC[C@@H]2CO2)c2ccc(OC[C@H]3CO3)cc2c1
ZINC000000047202,c1cc(OC[C@@H]2CO2)c2ccc(OC[C@@H]3CO3)cc2c1
ZINC000000047312,O=C(O)c1ccccc1/C=N/c1ccc2[nH]c(=O)[nH]c2c1
ZINC000000047317,CCOc1cc(/C=N/c2sc3c(c2C#N)CCCC3)ccc1O
ZINC000000047320,O=C(O)c1cc(-c2ccc(/C=N/n3cnnc3)o2)ccc1Cl
ZINC000000047332,C=C1CS/C(=N\C)S1
ZINC000000047342,O=C1C(=Cc2ccccc2)C(=O)c2ccccc21
ZINC000000047345,O=C1C(=Cc2ccc3c(c2)OCO3)C(=O)c2ccccc21
ZINC000000047363,CC(=O)C(C(=O)c1ccccc1)=C1NCCCN1
ZINC000000047364,CC(=O)C(C(C)=O)=C1NCCCN1
ZINC000000047365,CC1(C)CC(=O)C(=C2NCCN2)C(=O)C1
ZINC000000047366,CC(=O)C(C(=O)c1ccc(C)cc1)=C1NCCN1
ZINC000000047367,O=C(O)C(C(=O)/C=C/c1ccc(O)c(O)c1)=C1SCCS1
ZINC000000047369,CC(=O)C(C(=O)c1ccccc1)=C1NCCN1
ZINC000000047370,CCOC(=O)C(C(C)=O)=C1NCCN1
ZINC000000047371,CC(=O)C(C(C)=O)=C1NCCN1
ZINC000000047375,CC(=O)C(C(=O)c1ccc(C)cc1)=C1SCCCCS1
ZINC000000047376,CCOC(=O)C(C(C)=O)=C1SCCCCS1
ZINC000000047377,CC(=O)C(C(C)=O)=C1SCCCCS1
ZINC000000047380,CC(=O)C(C(=O)c1ccc(C)cc1)=C1SCCCS1
ZINC000000047381,CC(=O)C(C(C)=O)=C1SCCCS1
ZINC000000047382,CC(=O)C(C(=O)c1ccc(C)cc1)=C1SCCS1
ZINC000000047384,CSC(SC)=C1C(=O)CC(C)(C)CC1=O
ZINC000000047385,COc1ccc(C(=O)C(C(C)=O)=C(SC)SC)cc1
ZINC000000047387,COc1ccc(C(=O)C(C(C)=O)=C2SCCCCS2)cc1
ZINC000000047388,COc1ccc(C(=O)C(C(C)=O)=C2SCCCS2)cc1
ZINC000000047389,COc1ccc(C(=O)C(C(C)=O)=C2SCCS2)cc1
ZINC000000047390,CC(=O)C(C(=O)c1ccccc1)=C1SCCCCS1
ZINC000000047391,CC(=O)C(C(=O)c1ccccc1)=C1SCCCS1
ZINC000000047409,O=C1CCCC(=O)C1=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
ZINC000000047416,CC(=O)ON1C(=O)[C@H]2C3c4ccccc4C(c4ccccc43)[C@H]2C1=O
ZINC000000047417,CC(=O)ON1C(=O)[C@H]2C3c4ccccc4C(c4ccccc43)[C@@H]2C1=O
ZINC000000047418,CC(=O)ON1C(=O)[C@@H]2C3c4ccccc4C(c4ccccc43)[C@H]2C1=O
ZINC000000047443,COc1ccc(/N=C/c2ccc(OC)c(OC)c2)cc1
ZINC000000047454,N/N=C/c1c(O)ccc2ccccc12
ZINC000000047462,Oc1ccccc1/C=N\c1cccc(-c2nc3ccccc3[nH]2)c1
ZINC000000047479,COc1ccc(/C=N/[N+]2=C(c3ccccc3)CN=C2N)cc1
ZINC000000047481,CCN(CC)c1ccc(/N=C/c2cccc(O)c2O)cc1
ZINC000000047483,Cc1ccccc1/C=N/c1ccc(-c2ccccc2[N+](=O)[O-])cc1
ZINC000000047487,Cc1ccc(/C=N/c2ccc(I)cc2)o1
ZINC000000047493,COc1ccc2ccccc2c1/C=N/c1ccc(S(N)(=O)=O)cc1
ZINC000000047495,CSc1ccc(/C=N/c2cccc3c(O)n[nH]c(=O)c23)cc1
ZINC000000047508,N#CCC(=O)c1cccs1
ZINC000000047520,N#C[C@@H](C(=O)c1ccccc1)c1ccccc1
ZINC000000047521,N#C[C@H](C(=O)c1ccccc1)c1ccccc1
ZINC000000047522,N#C[C@@H](C(=O)c1ccc(Br)cc1)c1ccccc1
ZINC000000047523,N#C[C@H](C(=O)c1ccc(Br)cc1)c1ccccc1
ZINC000000047524,COc1ccc(C(=O)[C@@H](C#N)c2ccccc2)cc1
ZINC000000047525,COc1ccc(C(=O)[C@H](C#N)c2ccccc2)cc1
ZINC000000047526,N#C[C@@H](C(=O)c1ccc2ccccc2c1)c1ccccc1
ZINC000000047527,N#C[C@H](C(=O)c1ccc2ccccc2c1)c1ccccc1
ZINC000000047552,C=C(C)C(=O)OCc1cc2ccccc2c2ccccc12
ZINC000000047573,C/C(=N/NC(N)=S)c1ccc(N)cc1
ZINC000000047699,COc1ccc(/C=N/NS(=O)(=O)c2ccc(C)cc2)cc1
ZINC000000047746,Cc1[nH]c(C(=O)OCc2ccccc2)c(C)c1C#CBr
ZINC000000047754,Cc1c(Cl)cccc1N/N=C(/C#N)C(=O)c1ccccc1
ZINC000000047761,NSC/C(=N\Nc1cccc(C(F)(F)F)c1)C(=O)N1CCCC1
ZINC000000047777,O=C1Nc2ccccc2/C1=N/n1c(S)nnc1-c1ccncc1
ZINC000000047784,Cc1cc(C)n(N)c(=O)c1C#N
ZINC000000047867,COc1ccc(-c2cc(-c3cccs3)nc(SC)c2C#N)cc1
ZINC000000047870,N#Cc1ccc(-c2cccnc2)nc1SCC(=O)c1ccccc1
ZINC000000047871,N#Cc1cc2c(nc1SCC(=O)c1ccc(Cl)cc1)CCCC2
ZINC000000047872,CCc1nc2sc(C#N)c(N)c2cc1C
ZINC000000047880,CCOc1ccccc1/C=N/c1ccc(O)cc1
ZINC000000047882,NC(=O)c1cccc(/N=C/c2cc(Br)ccc2O)c1
ZINC000000047884,Clc1ccc(/N=C/c2ccccc2OCc2ccccc2)cc1
ZINC000000047886,Cc1ccc(/N=C/c2ccc(O)cc2)cc1F
ZINC000000047890,COc1ccc(/N=C/c2cccc(Cl)c2Cl)cc1
ZINC000000047892,COc1ccc2ccccc2c1/C=N/c1ccc(C)c(F)c1
ZINC000000047894,Cc1cc(C)cc(/N=C/c2cccc(O)c2O)c1
ZINC000000047901,C=CCn1c(=O)[nH]c2c1c(=O)n(CC)c(=O)n2CC
ZINC000000047914,O=C1/C(=C/c2ccc(N3CCOCC3)cc2)Sc2ccccc21
ZINC000000047957,O=C1Nc2ccccc2/C1=C/C(=O)c1ccc(F)cc1
ZINC000000047993,Clc1ccccc1/C=N/c1c(-c2ccco2)nc2ccccn12
ZINC000000048048,C/C(=N\NC(N)=S)c1cc(C)ccc1C
ZINC000000048067,NC(=S)N/N=C/C(Cl)=C/c1ccc([N+](=O)[O-])cc1
ZINC000000048119,CNc1nc2ccc(C)cn2c(=O)c1/C=N/O
ZINC000000048140,Cc1cccc(N2CCC(/N=C/N3CCCCC3)=N2)c1
ZINC000000048144,C=CCn1c(=O)n(CC(=O)OCC)c(=O)c2ccccc21
ZINC000000048164,CC1(C)CO/C(=C\C(=O)c2ccco2)N1
ZINC000000048172,COc1ccc(N/N=C2/CCCNC2=O)c(OC)c1
ZINC000000048206,O=C1Nc2ccc(F)cc2/C1=C\C(=O)c1ccccc1
ZINC000000048207,O=C1Nc2ccc(F)cc2/C1=C/C(=O)c1ccccc1
ZINC000000048216,C(=N/c1ccccc1)\c1ccco1
ZINC000000048220,C(=N/Cc1ccco1)\c1ccc(OC2CSC2)cc1
ZINC000000048232,CC(=O)c1ccc(N/N=C2\Sc3ccccc3C2=O)cc1
ZINC000000048270,C=C(C)c1cccc(C(C)(C)NC(=O)N2CCCCCC2)c1
ZINC000000048291,COc1ccc(-c2csc(/N=C/c3ccc(N(C)C)cc3)n2)cc1
ZINC000000048293,COc1ccc(-c2csc(/N=C/c3ccco3)n2)cc1
ZINC000000048295,Cc1ccc(-c2csc(/N=C/c3ccc4ccccc4c3)n2)cc1
ZINC000000048297,COc1ccc(-c2csc(/N=C\c3c[nH]c4ccccc34)n2)cc1
ZINC000000048299,CC(C)(C)c1ccc(/C=C2\CCC(=C3SCCCS3)C2=O)o1
ZINC000000048303,O=C1C(=C2SCCCCS2)CC/C1=C\c1cccc([N+](=O)[O-])c1
ZINC000000048304,O=C1C(=C2SCCCCS2)CC/C1=C/c1cccc([N+](=O)[O-])c1
ZINC000000048305,COc1ccc(/C=C2\CCCC(=C3SCCCCS3)C2=O)cc1
ZINC000000048320,C(=N/c1ccc(Oc2ccccc2)cc1)\c1ccccc1
ZINC000000048330,O[C@H](C#CC1(O)CCCCC1)c1cccs1
ZINC000000048331,O[C@@H](C#CC1(O)CCCCC1)c1cccs1
ZINC000000048334,COc1ccc(/N=C/c2ccc(Cl)cc2)cc1Cl
ZINC000000048336,O=C1Nc2ccccc2/C1=N/N=C/c1cccs1
ZINC000000048345,CCC(=O)Nc1ccc(/N=C/c2cc(OC)c(OC)c(OC)c2)cc1
ZINC000000048354,O=C1/C(=C\C=C\c2ccco2)CCC/C1=C\C=C\c1ccco1
ZINC000000048371,Nc1cc(/N=C/c2c3ccccc3cc3ccccc23)cc(C(=O)O)c1
ZINC000000048436,NC(=S)N/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1
ZINC000000048456,Oc1cccc(/C=N/c2ccc(Br)c(Cl)c2)c1
ZINC000000048458,C=C(C)[C@@H]1CC=C(C)C(=NNC(=O)c2ccc(O)cc2)C1
ZINC000000048460,C=C(C)[C@H]1CC=C(C)C(=NNC(=O)c2ccc(O)cc2)C1
ZINC000000048475,Oc1ccc(/C=N\c2ccc(N3Cc4ccccc4C3)cc2)cc1
ZINC000000048482,CN(C)c1ccc(/C=N\n2c(S)nnc2C(F)(F)F)cc1
ZINC000000048507,COc1ccc(C(F)(F)F)cc1/N=C\c1ccccc1O
ZINC000000048523,Cc1cc(/C=N/NC(N)=S)c(C)n1-c1ccccc1
ZINC000000048527,NC(=S)N/N=C/c1cccc(Oc2ccccc2)c1
ZINC000000048566,CC(C)(C)c1cc(CS)cc(C(C)(C)C)c1O
ZINC000000048567,Cc1ccc(/N=C/c2ccc(C#N)cc2)cc1I
ZINC000000048583,C(=N/n1cnnc1)\c1ccc(OCc2cccc3ccccc23)cc1
ZINC000000048619,C=CCc1cccc(/C=N/c2ccc(NC(C)=O)cc2)c1O
ZINC000000048621,CC(=O)c1cccc(/N=C\c2cccc3ccccc23)c1
ZINC000000048626,COc1ccc(O)c(/C=N/NC2=NC(=O)[C@H](C)S2)c1
ZINC000000048628,COc1ccc(O)c(/C=N/NC2=NC(=O)[C@@H](C)S2)c1
ZINC000000048630,NS(=O)(=O)c1ccc(C/N=C\c2ccc3c(c2)OCO3)cc1
ZINC000000048633,CC1=CC(=O)C(C(C)C)=C/C1=N\OC(=O)c1ccc(C)cc1
ZINC000000048663,Cc1cccc(-n2c(C)cc(/C=N/NC(N)=S)c2C)c1C
ZINC000000048665,CCOc1ccc2ccc(OCC)c(/C=N\n3cnnc3)c2c1
ZINC000000048666,CCOc1ccc2ccc(OCC)c(/C=N/n3cnnc3)c2c1
ZINC000000048667,Cc1cc(/C=N\n2cnnc2)c(C)n1-c1cccc(C(F)(F)F)c1
ZINC000000048668,Cc1cc(/C=N/n2cnnc2)c(C)n1-c1cccc(C(F)(F)F)c1
ZINC000000048669,Cc1cc(N2CCCC2)ccc1/C=N\n1cnnc1
ZINC000000048670,Cc1cc(N2CCCC2)ccc1/C=N/n1cnnc1
ZINC000000048692,Cc1nn(C)c(Oc2ccccc2)c1/C=N\O
ZINC000000048694,Cc1nn(C)c(Oc2ccccc2)c1C#N
ZINC000000048710,Cc1cccc2c(=O)c(/C=N/c3nccs3)c(O)[nH]c12
ZINC000000048716,CC1(C)CC(=O)C2=C(C1)Nn1c(nnc(CCC(=O)O)c1=O)S2
ZINC000000048735,Cc1[nH]nc(O)c1[C@@H](c1ccncc1)C(C#N)C#N
ZINC000000048736,Cc1[nH]nc(O)c1[C@H](c1ccncc1)C(C#N)C#N
ZINC000000048776,O=C1Nc2ccccc2/C1=N/c1ccc(SC(F)F)cc1
ZINC000000048780,Cc1ccc(/C=C/C(=O)Nc2sc3c(c2C#N)CCCC3)cc1
ZINC000000048793,Cc1sc(NC(=O)c2ccncc2)c(C#N)c1C
ZINC000000048800,COc1ccc(C(=O)Nc2sc3c(c2C#N)CCCC3)cc1
ZINC000000048803,CCOc1ccc(C(=O)Nc2sc(C)c(C)c2C#N)cc1
ZINC000000048805,CN(C)c1ccc(-c2oncc2C#N)cc1
ZINC000000048811,Cc1c(/C=N\c2cccc([N+](=O)[O-])c2)oc2ccccc12
ZINC000000048819,N#Cc1n[nH]c(-c2cccc(Br)c2)n1
ZINC000000048820,N#Cc1n[nH]c(-c2cccc([N+](=O)[O-])c2)n1
ZINC000000048821,N#Cc1n[nH]c(-c2ccccc2[N+](=O)[O-])n1
ZINC000000048841,COCc1cc(C)nc(SCC(=O)c2ccc(Cl)cc2)c1C#N
ZINC000000048846,CCc1c(C)c(C#N)c2nc3ccccc3n2c1N1CCNCC1
ZINC000000048847,C[C@@](O)(C#Cc1ccccc1)c1ccc(N2CCCCC2)c(F)c1
ZINC000000048848,C[C@](O)(C#Cc1ccccc1)c1ccc(N2CCCCC2)c(F)c1
ZINC000000048855,Cc1nc(SCC(=O)c2ccc(F)cc2)c(C#N)c2c1CCCC2
ZINC000000048861,N#Cc1c(-c2ccccc2)cc(-c2cccs2)[nH]c1=S
ZINC000000048862,N#Cc1c(-c2cccs2)cc(-c2cccs2)nc1S
ZINC000000048865,COc1ccc(-c2[nH]c(=S)c(C#N)cc2-c2ccccc2)cc1
ZINC000000048901,CC(=O)c1cc(C#N)c(SCC(=O)Nc2cccc(C)c2)nc1C
ZINC000000048922,N#Cc1c(Nc2ccccc2)sc2c(N)nc(N)nc12
ZINC000000048943,CC(=O)c1cc(C#N)c(S[C@@H]2C=CCCC2)nc1C
ZINC000000048944,CC(=O)c1cc(C#N)c(S[C@H]2C=CCCC2)nc1C
ZINC000000048973,CC(=O)c1cccc(/N=C/c2ccc([N+](=O)[O-])s2)c1
ZINC000000049036,CC(C)(C)C1CCC(=NOC(=O)c2ccc(Cl)cc2)CC1
ZINC000000049043,Cc1ccc(NC(=S)Nc2ccccc2Cl)cc1C#N
ZINC000000049060,CCOc1ccc(NC(=S)Nc2ccc(C)c(C#N)c2)cc1
ZINC000000049073,Oc1ccccc1/C=N\c1ncc(C(F)(F)F)cc1Cl
ZINC000000049119,O=c1c2ccccc2nc(-c2ccccc2)n1/N=C/c1ccccc1O
ZINC000000049122,N#C[C@H]1C(=O)N[C@@H](c2cccs2)C[C@@H]1c1cccs1
ZINC000000049159,CCOC(=O)c1c(C)[nH]c(=S)c(C#N)c1-c1cccs1
ZINC000000049160,COc1ccc(OCc2c(C#N)c3ccccc3n2C)cc1
ZINC000000049163,C/C(=N/N=C/c1nccn1Cc1ccccc1)c1ccc(Cl)cc1
ZINC000000049209,COc1cc(/C=N/NC2=NS(=O)(=O)c3ccccc32)ccc1O
ZINC000000049217,Cc1cc(C)n(/N=C/c2cccc(Cl)c2)c(=O)c1C#N
ZINC000000049219,Cc1cc(C)n(/N=C/c2cccc(Cl)c2)c(=O)c1C(N)=O
ZINC000000049221,Cc1cc(C)n(/N=C/c2ccccc2Cl)c(=O)c1C#N
ZINC000000049235,N#Cc1ccc(N2C(=O)[C@H]3[C@@H]4C=C[C@H]([C@H]3C2=O)C42CC2)cc1
ZINC000000049253,C=CCN(CC=C)S(=O)(=O)c1cccc2nsnc12
ZINC000000049270,Cc1[nH]c(=O)c(C#N)c(-c2ccc(Cl)cc2)c1C
ZINC000000049303,Cc1nc2ccccc2c(=O)n1/N=C/c1ccsc1
ZINC000000049306,CCc1[nH]c(=S)c(C#N)c(-c2ccccc2)c1C(=O)OC
ZINC000000049326,CCOC(=O)COc1nc(C)cc(COC)c1C#N
ZINC000000049399,COc1cc(/C=N/n2cnnc2)ccc1OCc1ccc(C)cc1
ZINC000000049400,Fc1cccc(Cl)c1COc1ccc(/C=N\n2cnnc2)cc1
ZINC000000049401,Fc1cccc(Cl)c1COc1ccc(/C=N/n2cnnc2)cc1
ZINC000000049425,CN(/N=C/c1ccc(Cl)cc1)C1=NS(=O)(=O)c2ccccc21
ZINC000000049436,C=C1N(CCc2ccccc2)C(=O)OC12CCCCC2
ZINC000000049462,COC1(OC)N=C(N)[C@]2(C#N)[C@H](c3ccccc3)[C@]12C#N
ZINC000000049483,CC(=O)O[C@@](C)(C#CCN1CCCC1)C(C)(C)C
ZINC000000049484,CC(=O)O[C@](C)(C#CCN1CCCC1)C(C)(C)C
ZINC000000049485,C=CCN1C(=O)O[C@@](C)(CCC=C(C)C)[C@]1(C)O
ZINC000000049487,C=CCN1C(=O)O[C@@](C)(CCC=C(C)C)[C@@]1(C)O
ZINC000000049514,Cc1c(C#N)sc2nc(-c3ccccc3)nc(N3CCOCC3)c12
ZINC000000049515,C=C(C)[C@@H]1CC[C@@]2(C)OC(=O)N(Cc3ccccc3)[C@@]12C
ZINC000000049553,COC1(OC)N=C(N)[C@]2(C#N)[C@@H]3C=C[C@@H](CC3)[C@]12C#N
ZINC000000049554,N#C[C@]12C(N)=NC3(OCCO3)[C@@]1(C#N)[C@@H]1C=C[C@H]2CC1
ZINC000000049559,N#Cc1ccc(-n2nc(-c3ccccc3)c3ccccc3c2=O)cc1C#N
ZINC000000049560,N#Cc1ccc(-n2cnc3ccccc3c2=O)cc1C#N
ZINC000000049567,Cn1c(CN2CCCCC2)c(C#N)c2ccccc21
ZINC000000049620,CCOC(=O)/C(C#N)=N/Nc1ccccc1
ZINC000000049622,CCOC(=O)/C(C#N)=N/Nc1ccccc1O
ZINC000000049634,N#Cc1cnn2cc(-c3[nH]ncc3[N+](=O)[O-])cnc12
ZINC000000049642,Cc1cc(/N=C\c2ccccc2)n(-c2ccccc2)n1
ZINC000000049647,Cn1cc(I)c(C#N)n1
ZINC000000049738,CO/N=C(\C(=O)O)c1csc(NC2=NN=C(c3ccco3)C2)c1
ZINC000000049755,ON=C1c2ccccc2-c2ccccc21
ZINC000000049758,N#Cc1sc2nc(-c3cccs3)cc(C(F)(F)F)c2c1N
ZINC000000049759,Cc1cc(C(F)(F)F)c(C#N)c(SCC(=O)c2ccccc2)n1
ZINC000000049760,Cc1cc(C)c(C#N)c(SCC(=O)C2CC2)n1
ZINC000000049762,COCc1cc(C)nc(SCC(=O)c2ccc(C)cc2C)c1C#N
ZINC000000049773,COc1cccc(-c2nc3cc(/N=C\c4ccccc4O)ccc3o2)c1
ZINC000000049813,Cc1nc2ccc(/N=C\c3cccc([N+](=O)[O-])c3)cc2[nH]1
ZINC000000049823,COc1ccc(/N=C/c2ccc(Cl)cc2Cl)cc1Cl
ZINC000000049827,Cn1c(=O)n(C)c2cc(/N=C/c3cccc([N+](=O)[O-])c3)ccc21
ZINC000000049830,Cc1cc(-c2ccc(/C=N\n3cnnc3)o2)c(C)c([N+](=O)[O-])c1
ZINC000000049831,Cc1cc(-c2ccc(/C=N/n3cnnc3)o2)c(C)c([N+](=O)[O-])c1
ZINC000000049841,N#CC1(C#N)[C@H](C(N)=O)[C@@H]1c1ccccc1
ZINC000000049842,N#CC1(C#N)[C@H](c2ccccc2)[C@H]1C(N)=O
ZINC000000049843,N#CC1(C#N)[C@@H](C(N)=O)[C@@H]1c1ccccc1
ZINC000000049844,N#CC1(C#N)[C@@H](C(N)=O)[C@H]1c1ccccc1
ZINC000000049855,CCOC(=O)[C@@H](C)Sc1nc(C)cc(C)c1C#N
ZINC000000049856,CCOC(=O)[C@H](C)Sc1nc(C)cc(C)c1C#N
ZINC000000049857,CCOC(=O)[C@H](C)Sc1nc(CC)c(C)cc1C#N
ZINC000000049858,CCOC(=O)[C@@H](C)Sc1nc(CC)c(C)cc1C#N
ZINC000000049867,CCc1nc(SCC(=O)C(C)(C)C)c(C#N)cc1C
ZINC000000049868,CCc1nc(SCC(N)=O)c(C#N)cc1C
ZINC000000049869,CSc1nc(N)nc(SCC(=O)c2ccc(F)cc2)c1C#N
ZINC000000049870,CCc1nc(SCC(=O)OCc2ccccc2)c(C#N)cc1C
